Body,Task:Parent.ExternalId__c,Title,Type
Reminder: Team sync is tomorrow at 10 AM. (Item 1659),TASK_00105,Status Update,TextPost
Kudos to the team for hitting the quarterly targets! (Item 1660),TASK_00693,Weekly Sync,TextPost
Reminder: Team sync is tomorrow at 10 AM. (Item 1661),TASK_00455,System Alert,TextPost
Looking for feedback on the new UI mockups. (Item 1662),TASK_01085,Feedback Required,TextPost
Working on a new feature that will revolutionize our product. (Item 1663),TASK_00876,Client Meeting,TextPost
Great work everyone on the recent milestones. (Item 1664),TASK_01009,Project Update,TextPost
Working on a new feature that will revolutionize our product. (Item 1665),TASK_00026,Bug Report,TextPost
Quick question about the recent system update. (Item 1666),TASK_01073,UI Review,TextPost
Check out this interesting article on industry trends. (Item 1667),TASK_00714,Internal Announcement,TextPost
Important: Please review the attached document by EOD. (Item 1668),TASK_00158,Status Update,TextPost
Found a minor bug in the staging environment. Investigating. (Item 1669),TASK_00246,Status Update,TextPost
Quick question about the recent system update. (Item 1670),TASK_00100,Process Improvement,TextPost
Looking forward to the upcoming product launch. (Item 1671),TASK_00498,Client Meeting,TextPost
Looking forward to the upcoming product launch. (Item 1672),TASK_00247,Team News,TextPost
Found a minor bug in the staging environment. Investigating. (Item 1673),TASK_00111,Feedback Required,TextPost
Don't forget to update your status on the project board. (Item 1674),TASK_00760,System Alert,TextPost
Looking forward to the upcoming product launch. (Item 1675),TASK_00154,System Alert,TextPost
Initial thoughts on the project proposal look promising. (Item 1676),TASK_00124,Team News,TextPost
Working on a new feature that will revolutionize our product. (Item 1677),TASK_00159,Feedback Required,TextPost
Happy to announce our new partnership. (Item 1678),TASK_00823,Weekly Sync,TextPost
Successfully migrated the data to the new server. (Item 1679),TASK_00306,Milestone Reached,TextPost
Found a minor bug in the staging environment. Investigating. (Item 1680),TASK_00234,Weekly Sync,TextPost
Happy to announce our new partnership. (Item 1681),TASK_00645,Maintenance Notice,TextPost
Great work everyone on the recent milestones. (Item 1682),TASK_00610,Demo Success,TextPost
Working on a new feature that will revolutionize our product. (Item 1683),TASK_01027,Feature Spotlight,TextPost
Can anyone help me with the latest report? (Item 1684),TASK_00902,Project Update,TextPost
Found a minor bug in the staging environment. Investigating. (Item 1685),TASK_00053,Weekly Sync,TextPost
Just shared the meeting minutes in the shared folder. (Item 1686),TASK_00922,Project Update,TextPost
Successfully migrated the data to the new server. (Item 1687),TASK_00191,Demo Success,TextPost
Looking for feedback on the new UI mockups. (Item 1688),TASK_00651,Feature Spotlight,TextPost
Looking for feedback on the new UI mockups. (Item 1689),TASK_00681,Milestone Reached,TextPost
Kudos to the team for hitting the quarterly targets! (Item 1690),TASK_00437,Feedback Required,TextPost
Initial thoughts on the project proposal look promising. (Item 1691),TASK_00462,Quick Memo,TextPost
Kudos to the team for hitting the quarterly targets! (Item 1692),TASK_00285,Bug Report,TextPost
Happy to announce our new partnership. (Item 1693),TASK_00982,Client Meeting,TextPost
Reminder: Team sync is tomorrow at 10 AM. (Item 1694),TASK_00870,UI Review,TextPost
Looking for feedback on the new UI mockups. (Item 1695),TASK_00071,Demo Success,TextPost
Check out this interesting article on industry trends. (Item 1696),TASK_00347,System Alert,TextPost
Initial thoughts on the project proposal look promising. (Item 1697),TASK_00204,Quick Memo,TextPost
Found a minor bug in the staging environment. Investigating. (Item 1698),TASK_00569,Demo Success,TextPost
Working on a new feature that will revolutionize our product. (Item 1699),TASK_00019,Goal Achievement,TextPost
The demo went really well. Thanks for all the support! (Item 1700),TASK_00806,Weekly Sync,TextPost
Just shared the meeting minutes in the shared folder. (Item 1701),TASK_00700,Weekly Sync,TextPost
Looking forward to the upcoming product launch. (Item 1702),TASK_00608,Milestone Reached,TextPost
Don't forget to update your status on the project board. (Item 1703),TASK_00489,Industry News,TextPost
Don't forget to update your status on the project board. (Item 1704),TASK_00271,Quick Memo,TextPost
Don't forget to update your status on the project board. (Item 1705),TASK_00710,Project Update,TextPost
Great work everyone on the recent milestones. (Item 1706),TASK_00115,Industry News,TextPost
Initial thoughts on the project proposal look promising. (Item 1707),TASK_00306,Maintenance Notice,TextPost
Quick question about the recent system update. (Item 1708),TASK_00493,Status Update,TextPost
Found a minor bug in the staging environment. Investigating. (Item 1709),TASK_00436,Process Improvement,TextPost
Reminder: Team sync is tomorrow at 10 AM. (Item 1710),TASK_00861,Maintenance Notice,TextPost
Kudos to the team for hitting the quarterly targets! (Item 1711),TASK_00337,Internal Announcement,TextPost
Just shared the meeting minutes in the shared folder. (Item 1712),TASK_00817,Team News,TextPost
Reminder: Team sync is tomorrow at 10 AM. (Item 1713),TASK_00055,Team News,TextPost
Great discussion today about the future roadmap. (Item 1714),TASK_00137,Milestone Reached,TextPost
Exploring new ways to optimize our workflow. (Item 1715),TASK_00119,Quick Memo,TextPost
Don't forget to update your status on the project board. (Item 1716),TASK_00861,Status Update,TextPost
Reminder: Team sync is tomorrow at 10 AM. (Item 1717),TASK_01097,Client Meeting,TextPost
Can anyone help me with the latest report? (Item 1718),TASK_00045,Feature Spotlight,TextPost
Quick question about the recent system update. (Item 1719),TASK_01070,Roadmap Discussion,TextPost
Great discussion today about the future roadmap. (Item 1720),TASK_01073,Milestone Reached,TextPost
Just shared the meeting minutes in the shared folder. (Item 1721),TASK_01042,Roadmap Discussion,TextPost
Just finished a great meeting with the client! (Item 1722),TASK_00551,Milestone Reached,TextPost
Successfully migrated the data to the new server. (Item 1723),TASK_00612,Feature Spotlight,TextPost
Can anyone help me with the latest report? (Item 1724),TASK_00323,Goal Achievement,TextPost
Great work everyone on the recent milestones. (Item 1725),TASK_00635,Maintenance Notice,TextPost
Looking forward to the upcoming product launch. (Item 1726),TASK_00178,Bug Report,TextPost
Great discussion today about the future roadmap. (Item 1727),TASK_00030,Demo Success,TextPost
Important: Please review the attached document by EOD. (Item 1728),TASK_00375,Goal Achievement,TextPost
Don't forget to update your status on the project board. (Item 1729),TASK_00125,Team News,TextPost
The demo went really well. Thanks for all the support! (Item 1730),TASK_00072,Process Improvement,TextPost
Exploring new ways to optimize our workflow. (Item 1731),TASK_00121,Project Update,TextPost
Working on a new feature that will revolutionize our product. (Item 1732),TASK_00051,Roadmap Discussion,TextPost
Just shared the meeting minutes in the shared folder. (Item 1733),TASK_00823,Feature Spotlight,TextPost
Looking forward to the upcoming product launch. (Item 1734),TASK_00504,Quick Memo,TextPost
Just finished a great meeting with the client! (Item 1735),TASK_00896,Goal Achievement,TextPost
Great work everyone on the recent milestones. (Item 1736),TASK_00181,Feature Spotlight,TextPost
Don't forget to update your status on the project board. (Item 1737),TASK_00610,Quick Memo,TextPost
Just finished a great meeting with the client! (Item 1738),TASK_00814,Internal Announcement,TextPost
Happy to announce our new partnership. (Item 1739),TASK_00824,Workflow Idea,TextPost
Initial thoughts on the project proposal look promising. (Item 1740),TASK_00579,Industry News,TextPost
Reminder: Team sync is tomorrow at 10 AM. (Item 1741),TASK_00589,UI Review,TextPost
Exploring new ways to optimize our workflow. (Item 1742),TASK_00191,Project Update,TextPost
Successfully migrated the data to the new server. (Item 1743),TASK_00369,Demo Success,TextPost
Quick question about the recent system update. (Item 1744),TASK_00343,Quick Memo,TextPost
Don't forget to update your status on the project board. (Item 1745),TASK_00527,Status Update,TextPost
Don't forget to update your status on the project board. (Item 1746),TASK_00085,Bug Report,TextPost
Just shared the meeting minutes in the shared folder. (Item 1747),TASK_00191,Workflow Idea,TextPost
Found a minor bug in the staging environment. Investigating. (Item 1748),TASK_00826,Bug Report,TextPost
Looking forward to the upcoming product launch. (Item 1749),TASK_00919,Maintenance Notice,TextPost
Looking forward to the upcoming product launch. (Item 1750),TASK_01039,System Alert,TextPost
Looking forward to the upcoming product launch. (Item 1751),TASK_00473,Internal Announcement,TextPost
Looking for feedback on the new UI mockups. (Item 1752),TASK_00070,Maintenance Notice,TextPost
Initial thoughts on the project proposal look promising. (Item 1753),TASK_00077,Status Update,TextPost
Happy to announce our new partnership. (Item 1754),TASK_00070,Feedback Required,TextPost
Looking forward to the upcoming product launch. (Item 1755),TASK_00150,Workflow Idea,TextPost
Found a minor bug in the staging environment. Investigating. (Item 1756),TASK_00882,Process Improvement,TextPost
Kudos to the team for hitting the quarterly targets! (Item 1757),TASK_00294,Feature Spotlight,TextPost
Looking forward to the upcoming product launch. (Item 1758),TASK_00804,Process Improvement,TextPost
Reminder: Team sync is tomorrow at 10 AM. (Item 1759),TASK_00091,System Alert,TextPost
Reminder: Team sync is tomorrow at 10 AM. (Item 1760),TASK_00205,Project Update,TextPost
Initial thoughts on the project proposal look promising. (Item 1761),TASK_00498,Quick Memo,TextPost
Working on a new feature that will revolutionize our product. (Item 1762),TASK_00225,Workflow Idea,TextPost
Initial thoughts on the project proposal look promising. (Item 1763),TASK_01057,Feature Spotlight,TextPost
Important: Please review the attached document by EOD. (Item 1764),TASK_00635,Goal Achievement,TextPost
Just shared the meeting minutes in the shared folder. (Item 1765),TASK_01078,Client Meeting,TextPost
Great discussion today about the future roadmap. (Item 1766),TASK_00459,Client Meeting,TextPost
Important: Please review the attached document by EOD. (Item 1767),TASK_00010,Goal Achievement,TextPost
Great work everyone on the recent milestones. (Item 1768),TASK_00295,Status Update,TextPost
Important: Please review the attached document by EOD. (Item 1769),TASK_00631,Bug Report,TextPost
Check out this interesting article on industry trends. (Item 1770),TASK_00166,Client Meeting,TextPost
Don't forget to update your status on the project board. (Item 1771),TASK_00267,Status Update,TextPost
Found a minor bug in the staging environment. Investigating. (Item 1772),TASK_00209,Feature Spotlight,TextPost
Quick question about the recent system update. (Item 1773),TASK_01057,Weekly Sync,TextPost
Looking forward to the upcoming product launch. (Item 1774),TASK_00673,Milestone Reached,TextPost
Reminder: Team sync is tomorrow at 10 AM. (Item 1775),TASK_00053,Industry News,TextPost
Looking for feedback on the new UI mockups. (Item 1776),TASK_01050,Demo Success,TextPost
Found a minor bug in the staging environment. Investigating. (Item 1777),TASK_00256,Roadmap Discussion,TextPost
Successfully migrated the data to the new server. (Item 1778),TASK_00394,Bug Report,TextPost
The demo went really well. Thanks for all the support! (Item 1779),TASK_00707,Project Update,TextPost
Exploring new ways to optimize our workflow. (Item 1780),TASK_00331,Process Improvement,TextPost
